title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier,Book Series Title,Journal Volume,Journal Issue,Item DOI,URL,Content Type,"﻿""Authors""",Author full names,Author(s) ID,Year,Source title,Art. No.,Page start,Page end,Cited by,Link,Document Type,Publication Stage,Open Access,Source,EID,year,venue,keyword,notes,author,isbn,publisher,address,url,doi,abstract,booktitle,pages,numpages,location,keywords,series,issue_date,volume,number,issn,journal,articleno,note,editor,edition,NDVI,_t,Screening_Score,I1_Publication_Type,I2_Date_Language,I3_Technical_Relevance,I4_Safety_Verification,I5_DO178_Related,E1_NonResearch_Material,E2_Language_Date,E3_Insufficient_Technical_Relevance,E4_Insufficient_Safety_Verification,E5_Duplicate_Superseded,E6_Book,Screening_Decision
Towards More Sophisticated Static Analysis Methods of Python Programs,H. Gulabovska; Z. Porkoláb,"Department of Programming Languages and Compilers, Eötvös Loránd University, Budapest, Hungary; Department of Programming Languages and Compilers, Eötvös Loránd University, Budapest, Hungary",2019 IEEE 15th International Scientific Conference on Informatics,17 Jun 2020,2019.0,,,000225,000230,"Static analysis is a software verification method which is analyzing the source code without executing it for detecting code smells and possible software bugs. Various analysis methods have been successfully applied for languages with static type system, such as C, C++ and Java. Python is an important programming language with dynamic type system, used in many emerging areas, including data science, machine learning and web applications. The dynamic behavior of the Python language requires different static analysis approaches compared to the ones with static type system. In this paper we overview these methods and investigate their advantages and shortages. We compare the symbolic execution with the generally used Abstract Syntax Tree based approach and show its advantages based on concrete examples. We also highlight the restrictions of current tools and suggest further research directions to tackle these problems.",,978-1-7281-3180-1,10.1109/Informatics47936.2019.9119307,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9119307,static analysis;symbolic execution;Python,Java;Codes;Runtime;Source coding;Static analysis;Machine learning;Syntactics;Software systems;Informatics;Python,,1.0,,39.0,IEEE,17 Jun 2020,20-22 Nov. 2019,20-22 Nov. 2019,IEEE,IEEE Conferences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,Pass provisionally—publication metadata requires verification,Pass date; English should be verified,Pass—language + analysis/verification signal,Pass—safety/verification signal,Not explicit—full-text relevance check needed,No obvious signal,No date exclusion signal,No obvious signal,No obvious signal,Requires duplicate/version checking,No obvious signal,SCREEN — manual eligibility review
Lazy Self-composition for Security Verification,Weikun YangYakir VizelPramod SubramanyanAarti GuptaSharad Malik,,Computer Aided Verification,,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/978-3-319-96142-2_11,https://link.springer.com/chapter/10.1007/978-3-319-96142-2_11,Conference paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,Pass provisionally—publication metadata requires verification,Pass date; English should be verified,Pass—language + analysis/verification signal,Pass—safety/verification signal,Not explicit—full-text relevance check needed,No obvious signal,No date exclusion signal,No obvious signal,No obvious signal,Requires duplicate/version checking,No obvious signal,SCREEN — manual eligibility review
Stepwise Formal Modeling and Verification of Self-Adaptive Systems with Event-B. The Automatic Rover Protection Case Study,N. K. Singh; Y. Aït-Ameur; M. Pantel; A. Dieumegard; E. Jenn,"INPT-ENSEEIHT / IRIT, University of Toulouse, France; INPT-ENSEEIHT / IRIT, University of Toulouse, France; INPT-ENSEEIHT / IRIT, University of Toulouse, France; Institute of Technology Antoine de Saint Exupéry, France; Institute of Technology Antoine de Saint Exupéry, France",2016 21st International Conference on Engineering of Complex Computer Systems (ICECCS),16 Jan 2017,2016.0,,,43,52,"For a long time, formal methods have been effectively applied to design and develop safety-critical systems to ensure safety and the correctness of desired functional behaviors through formal reasoning. The development of high confidence self-adaptive autonomous systems, such as Automatic Rover Protection(ARP), is one of the challenging problems in the area of verified software that needs formal reasoning and proof-based development. In this paper, we propose a methodology that reveals the issues involved in the formal modeling and verification of self-adaptive autonomous systems using correct by construction approach. This work also provides a set of guidelines for tacking the different issues to avoid collision by preserving the local and global properties of an autonomous system. We cater for the specification of functional requirements, timing requirements, spatial and temporal behavior, and safety properties. We present a refinement strategy, modeling patterns to capture the essence of a self-adaptive autonomous system, and a substantial example based approach on an industrial case study: TwIRTee. For developing the formal models of autonomous system, we use the Event-B modeling language and associated Rodin tools to check and verify the correctness of required system behavior and internal consistency under the given safety properties.",,978-1-5090-5527-2,10.1109/ICECCS.2016.015,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7816568,Automatic Rover Protection (ARP);Event-B;refinement;formal methods;verification;validation,Autonomous systems;Safety;Adaptation models;Embedded systems;Context modeling;Software systems;Context,,7.0,,30.0,IEEE,16 Jan 2017,6-8 Nov. 2016,6-8 Nov. 2016,IEEE,IEEE Conferences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,Pass provisionally—publication metadata requires verification,Pass date; English should be verified,Pass—language + analysis/verification signal,Pass—safety/verification signal,Not explicit—full-text relevance check needed,No obvious signal,No date exclusion signal,No obvious signal,No obvious signal,Requires duplicate/version checking,No obvious signal,SCREEN — manual eligibility review
FIES: A Fault Injection Framework for the Evaluation of Self-Tests for COTS-Based Safety-Critical Systems,A. Höller; G. Schönfelder; N. Kajtazovic; T. Rauter; C. Kreiner,Institute for Technical Informatics Graz University of Technology; Institute for Technical Informatics Graz University of Technology; Institute for Technical Informatics Graz University of Technology; Institute for Technical Informatics Graz University of Technology; Institute for Technical Informatics Graz University of Technology,2014 15th International Microprocessor Test and Verification Workshop,16 Apr 2015,2014.0,,,105,110,"Safety-critical systems have to satisfy ever-growing demands for high computing performance and cost-efficiency. This leads to a move to commercial off-the-shelf hardware components that are not hardened. Unfortunately, these components are becoming increasingly vulnerable to operational faults and the manufacturers do not guarantee a certain level of dependability. However, in order to maintain a high integrity, safety-critical systems have to ensure the correct functionality of hardware components during operation. Besides redundancy techniques, this is typically realized with build-in self-tests implemented at software level. Safety-standards, such as the IEC 61508 standard, prescribe certain fault models that should be used to assess the diagnostic coverage of self-tests with fault injection experiments. Typical fault injection frameworks use gate-level net lists or RTL models. However, these hardware models are not publicly available for most COTS processors. In this paper we present a Fault Injection framework for the Evaluation of software-based Self-tests (FIES) according to the safety standard IEC 61508. This virtual platform supports widely-used embedded COTS processors, such as ARM cores, and provides feedback about the diagnostic coverage of self-tests in early design stages. It supports the simulation of faults in the control and execution path of an ARM processor and features an extended fault model to simulate memory coupling faults. The applicability of the approach is shown by using it for the evaluation of a memory test.",2332-5674,978-1-4673-6858-2,10.1109/MTV.2014.27,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7087244,,Circuit faults;Hardware;Random access memory;Built-in self-test;Registers;IEC standards,,17.0,1.0,25.0,IEEE,16 Apr 2015,15-16 Dec. 2014,15-16 Dec. 2014,IEEE,IEEE Conferences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,Pass provisionally—publication metadata requires verification,Pass date; English should be verified,Pass—language + analysis/verification signal,Pass—safety/verification signal,Not explicit—full-text relevance check needed,No obvious signal,No date exclusion signal,No obvious signal,No obvious signal,Requires duplicate/version checking,No obvious signal,SCREEN — manual eligibility review
Formal Modeling and Verification of Systems with Self-x Properties,Matthias GüdemannFrank OrtmeierWolfgang Reif,,Autonomic and Trusted Computing,,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/11839569_4,https://link.springer.com/chapter/10.1007/11839569_4,Conference paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,Pass provisionally—publication metadata requires verification,Pass date; English should be verified,Pass—language + analysis/verification signal,Pass—safety/verification signal,Not explicit—full-text relevance check needed,No obvious signal,No date exclusion signal,No obvious signal,No obvious signal,Requires duplicate/version checking,No obvious signal,SCREEN — manual eligibility review
Comprehensive Verification Framework for Dependability of Self-optimizing Systems,Y. ZhaoM. KardosS. OberthürF. J. Rammig,,Automated Technology for Verification and Analysis,,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/11562948_6,https://link.springer.com/chapter/10.1007/11562948_6,Conference paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,Pass provisionally—publication metadata requires verification,Pass date; English should be verified,Pass—language + analysis/verification signal,Pass—safety/verification signal,Not explicit—full-text relevance check needed,No obvious signal,No date exclusion signal,No obvious signal,No obvious signal,Requires duplicate/version checking,No obvious signal,SCREEN — manual eligibility review
CGrader: A Configurable Python-Based Automated Grading System for C Programming Assignments with Structured Input Parsing and Weighted Output Scoring,B. Dirgantoro; M. Kallista; I. Wijayanto,"Computer Engineering, School of Electrical Engineering, Telkom University, Bandung, Indonesia; Computer Engineering, School of Electrical Engineering, Telkom University, Bandung, Indonesia; School of Electrical Engineering, Telkom University, Bandung, Indonesia","2026 IEEE International Conference on Industry 4.0, Artificial Intelligence, and Communications Technology (IAICT)",28 Jul 2026,2026.0,,,41,47,"Automated grading of C programming assignments remains underserved by existing tools. Systems such as Web-CAT, CodeRunner, and DMOJ support Java, Python, or competitive-programming languages using output-comparison or unit-test approaches, but they do not address C-specific challenges: struct-based binary file I/O with fread/fwrite, pointer-oriented output parameters, and stdin sequences whose order depends on each student’s variable declaration order. Furthermore, manual grading of open-ended C assignments is inherently subjective: instructors award partial credit inconsistently, grading fatigue degrades accuracy over large batches, and time pressure prevents thorough per-line inspection. This paper presents CGrader, a configurable Python-based automated grading system designed specifically for C. CGrader introduces a four-mode structured input specification language (MODE1-MODE4) that maps semantic test-case descriptions to correct stdin sequences regardless of variable naming. A complementary weighted output scoring mechanism supports per-variable full/partial credit with array-field selection. Additional modules perform syntax error detection, cyclomatic-complexity-inspired structure scoring, binary file I/O verification with graceful degradation, anti-hardcode detection, algorithm pattern verification, and annotated feedback generation in Indonesian. The configuration-driven design requires no source code changes when deploying on new assignments. Evaluation on 107 student submissions from three classes yields a Pearson correlation of r = 0.658 (p< 0.001) with instructor scores, with 87.8 % of compile-failure submissions still receiving non-zero partial credit through static analysis—a capability absent from execution-only graders, and one that addresses the consistency and subjectivity limitations inherent in manual batch grading.",2834-8249,979-8-3195-3608-2,10.1109/IAICT71158.2026.11620755,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11620755,automated grading;C programming assessment;structured input parsing;weighted output scoring;binary file I/O verification;programming education;partial credit scoring,Programming;Printing;Arrays;Codes;Feedback;Tools;Signal detection;Manuals;Testing;Poles and zeros,,,,28.0,IEEE,28 Jul 2026,2-4 July 2026,2-4 July 2026,IEEE,IEEE Conferences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,Pass provisionally—publication metadata requires verification,Pass date; English should be verified,Pass—language + analysis/verification signal,Pass—safety/verification signal,Not explicit—full-text relevance check needed,No obvious signal,No date exclusion signal,No obvious signal,No obvious signal,Requires duplicate/version checking,No obvious signal,SCREEN — manual eligibility review
Heuristic Static RTL Analysis for Pre-Silicon Design Quality Assurance: A Zero-Dependency Python-Based Approach,S. Pranesh; S. Yashwanth Prasad; H. E. Thomas; N. Kalaiselvan,"School of Electrical and Electronics Engineering, Vellore Institute of Technology, Vellore, India; School of Electrical and Electronics Engineering, Vellore Institute of Technology, Vellore, India; School of Electrical and Electronics Engineering, Vellore Institute of Technology, Vellore, India; Department of Tifac core, Vellore Institute of Technology, Vellore, India",2026 International Conference on Next Generation Electronics (NELEX),13 Jul 2026,2026.0,,,1,7,"Multiple clock domain designs based on System-on-Chip (SoC) designs have to meet very high quality requirements based on functional correctness, signal integrity, and power efficiency. Conventional RTL verification depends on commercial EDA tools like Synopsys SpyGlass, Cadence JasperGold and Mentor Questa which are not necessarily available in early-stage development, in academia and in rapid prototyping processes. The Heuristic RTL Analysis Tool Suite is a Python-based, zero-dependency, open-source suite in this paper, which does complete LINT checking (16 rules, 11 fully implemented), Clock Domain Crossing (CDC) analysis (10 rules across a 5-phase pipeline), and heuristic power estimation with a 7 nm technology model all with the help of regex based Verilog parsing and an autofix convergence loop. The tool suite had been tested on a model multi-clock-domain SoC design of six Verilog modules with 93 registers and 1354-bit registers on seven clock domains. In three analysis runs, the framework had identified 33 LINT violations (13 CRITICAL, 5 ERROR) and estimated a total power consumption of $1,109.72 \mathrm{uW}$ with 31.4% optimization potential (348.59 uW saved). The system is also capable of giving automated fix recommendations, and an RTL autofixer that can apply specific corrections, which proves the feasibility of lightweight heuristic analysis as an adjunct to commercial EDA flows to provide quality pre-silicon design analysis.",,979-8-3315-8445-0,10.1109/NELeX69209.2026.11590789,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11590789,RTL analysis;LINT checking;clock domain crossing;power estimation;heuristic verification;pre-silicon quality assurance;Verilog;EDA;static analysis;SoC design,Register transfer level;Clocks;Design methodology;Engines;Tools;Registers;Convergence;Modules (abstract algebra);Modeling;Printing,,,,10.0,IEEE,13 Jul 2026,8-10 May 2026,8-10 May 2026,IEEE,IEEE Conferences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,Pass provisionally—publication metadata requires verification,Pass date; English should be verified,Pass—language + analysis/verification signal,Pass—safety/verification signal,Not explicit—full-text relevance check needed,No obvious signal,No date exclusion signal,No obvious signal,No obvious signal,Requires duplicate/version checking,No obvious signal,SCREEN — manual eligibility review
Standard Conformant Prompting (SCP): A Reproducible Framework for Compiler-Ready PLC Code Generation with Large Language Models : From Post-Hoc Verification to Standard-Driven Code Synthesis in Industrial Automation,K. Adnyana; A. Schwung,"Automation Technology and Learning Systems, South Westphalia, University of Applied Science, Soest, Germany; Automation Technology and Learning Systems, South Westphalia, University of Applied Science, Soest, Germany","2026 12th International Conference on Control, Decision and Information Technologies (CoDIT)",7 Aug 2026,2026.0,,,124,129,"Generating PLC programs with Large Language Models (LLMs) that are directly deployable in industrial toolchains remains challenging because outputs must satisfy IEC 61131-3 semantics and vendor-specific compilation constraints. Verification-centric prompting such as Chain-of-Verification (CoVe) can reduce reasoning errors via post-hoc self-checking, but it does not enforce conformance during generation; consequently, outputs may remain non-compilable or structurally non-compliant. This paper introduces Standard Conformant Prompting (SCP), a compliance-driven prompting architecture that embeds IEC 61131-3 rules, vendor syntax profiles, declaration discipline, and safety-oriented structural templates directly into the prompt to constrain first-pass synthesis toward TIA Portal-targeted PLC code. SCP is evaluated on a fixed 25-industrial use cases under a reproducible protocol, with primary validation based on LLM-in-the-Loop (LITL) semantic assessment using five independent validator LLMs. Across validators, SCP achieves higher and more stable correctness ratings than CoVe while reducing safety-related failure modes and post-hoc correction needs; BLEU and expert Human-in-the-Loop (HITL) review are additionally reported as secondary comparisons. Future work will strengthen industrial applicability by adding compiler-and simulation-in-the-loop validation, extending modular vendor constraint libraries, and integrating SCP into real engineering workflows (e.g., TIA Portal and TwinCAT) to quantify commissioning effort, maintainability, and certification readiness.",2576-3555,979-8-3195-2077-7,10.1109/CoDIT70676.2026.11630913,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11630913,Programmable logic controllers;large language models;industrial automation;prompt engineering,Codes;Modeling;Large language models;Safety;Printing;Equations;IEC;Human in the loop;Limiting;Programming,,,,15.0,IEEE,7 Aug 2026,13-16 July 2026,13-16 July 2026,IEEE,IEEE Conferences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,Pass provisionally—publication metadata requires verification,Pass date; English should be verified,Pass—language + analysis/verification signal,Pass—safety/verification signal,Not explicit—full-text relevance check needed,No obvious signal,No date exclusion signal,No obvious signal,No obvious signal,Requires duplicate/version checking,No obvious signal,SCREEN — manual eligibility review
Blockchain-Based Document Verification System Using Ethereum Smart Contracts and Cryptographic Hashing,M. M. Islam; A. S. Nafi; K. R. Ullah; J. Hossain; A. F. H. Dhrubo; S. Pramanik; M. A. Qayum,"Dept. ECE, North South University, Dhaka, Bangladesh; Dept. ECE, North South University, Dhaka, Bangladesh; Dept. ECE, North South University, Dhaka, Bangladesh; Dept. ECE, North South University, Dhaka, Bangladesh; Dept. ECE, North South University, Dhaka, Bangladesh; Dept. ECE, North South University, Dhaka, Bangladesh; Dept. ECE, North South University, Dhaka, Bangladesh","2026 IEEE 2nd International Conference on Secure IoT, Assured and Trusted Computing (SATC)",5 Jun 2026,2026.0,,,1,5,"In this paper, we presented an e-Registry prototype that builds on the decentralized and tamper-evident nature of Ethereum to authenticate digital documents. The system is a gas-efficient Smart Contract on the Ethereum blockchain that stores SHA-256 hashes of documents, so your sensitive files are secure with us, but we don't know what they are! Accessible through a web-based user interface using MetaMask for transaction signing and the Web Crypto API for client-side hashing of documents offers an intuitive privacy-preserving process. Finally, system diagnostics and security reports can be generated using Python-based tools and hashed to store on the blockchain for validation. Running on the Ethereum Sepolia testnet, the system provides practical efficiency, with transaction fees of 0.0005-0.001 SepoliaETH and verification delay less than 3 seconds. This provides an alternative to traditional centralized verification systems that suffer from single points of failure, lack of transparency, and reliance on third-party services by offering a secure and tamper-resistant decentralized proof of existence for digital files.",,979-8-3315-6184-0,10.1109/SATC69565.2026.11542278,North South University(grant numbers:CTRG-23-SEPS-32); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11542278,Blockchain;Document Verification;Smart Contracts;Ethereum;Web3;Cryptographic Hashing;SHA-256;Decentralized Applications;Security Analysis;MetaMask,Blockchains;Costing;Costs;Gases;Smart contracts;Security;Printing;Privacy;Scalability;Algorithms,,,,10.0,IEEE,5 Jun 2026,24-26 March 2026,24-26 March 2026,IEEE,IEEE Conferences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,Pass provisionally—publication metadata requires verification,Pass date; English should be verified,Pass—language + analysis/verification signal,Pass—safety/verification signal,Not explicit—full-text relevance check needed,No obvious signal,No date exclusion signal,No obvious signal,No obvious signal,Requires duplicate/version checking,No obvious signal,SCREEN — manual eligibility review
Automated Schema Enforcement and Stateless Deduplication in Distributed Data Pipelines: A Contract-Driven Approach,S. Chaganti,"Transnational.ai, Winter Garden, USA",SoutheastCon 2026,20 Apr 2026,2026.0,,,1,5,"As enterprise data ecosystems scale, traditional “reactive” governance-where data quality is verified postingestion-fails to prevent pipeline breakage resulting from upstream schema evolution. This paper proposes a data engineering framework that shifts validation to the source via “Computational Governance.” We introduce two primary mechanisms: (1) An executable contract system using Python Pydantic models to enforce schema constraints prior to ingestion, and (2) An automated Medallion Architecture utilizing deterministic checksumming for stateless deduplication. In a controlled experiment processing 5 Terabytes of daily transaction data across 12 heterogeneous financial and tourism domains, this system reduced data onboarding time by 92% $(\mathrm{p}<0.001)$ and eliminated schema drift anomalies. Furthermore, an ablation study confirms that while contracts provide stability, the stateless deduplication mechanism is responsible for a 40% reduction in computational overhead.",1558-058X,979-8-3315-4642-7,10.1109/SoutheastCon63549.2026.11476417,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11476417,Data Engineering;Data Contracts;Computational Governance;Stateless Deduplication;Schema Evolution;Data Mesh;Automated Ingestion,Telemetry;Payloads;Aerospace and electronic systems;Circuits;Communication systems;Protocols;Radio access networks;Regional area networks;Videos;HTTP,,,,11.0,IEEE,20 Apr 2026,20 Feb.-15 March 2026,20 Feb.-15 March 2026,IEEE,IEEE Conferences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,Pass provisionally—publication metadata requires verification,Pass date; English should be verified,Pass—language + analysis/verification signal,Pass—safety/verification signal,Not explicit—full-text relevance check needed,No obvious signal,No date exclusion signal,No obvious signal,No obvious signal,Requires duplicate/version checking,No obvious signal,SCREEN — manual eligibility review
